epoch,accuracy,loss,val_accuracy,val_loss
0,0.36454883,1.5070989969244415,0.3859022,1.592434283097585
1,0.36196396,1.4573538739145087,0.3829094,1.47345982392629
2,0.3688464,1.3493373747647663,0.38630736,1.4272392868995667
3,0.37369463,1.3318708371887937,0.3956808,1.4061180075009665
4,0.37301034,1.3265507431691914,0.38588038,1.4099661231040954
5,0.4063578,1.3025167711043473,0.4900705,1.3440528074900309
6,0.45168346,1.2614480832547093,0.5052739,1.3063997904459634
7,0.4722367,1.2281346352476823,0.4963779,1.3299633026123048
8,0.48862588,1.2065856234308636,0.513002,1.2940954685211181
9,0.4918675,1.1998792871904145,0.5137493,1.2957818607489269
10,0.5056034,1.1665238692429647,0.54160476,1.238146142164866
11,0.53198135,1.1201911852690591,0.59496564,1.1424157083034516
12,0.5582713,1.0685134603076003,0.6272233,1.070580796400706
13,0.57843155,1.0169628939560156,0.6407964,1.0328392227490744
14,0.59063417,0.9881786613087905,0.6569779,0.9809149702390035
15,0.6052725,0.9449541158938521,0.6530506,0.991823301712672
16,0.6148764,0.9147344426960466,0.6695192,0.9493049522240956
17,0.6221054,0.8936522213751049,0.6820146,0.8979144374529521
18,0.62746733,0.8710632878342314,0.6865028,0.8840969214836757
19,0.6332775,0.8499298587584039,0.6908939,0.8586014787356059
20,0.6360708,0.8366836683031474,0.6830721,0.8715147952238719
21,0.63951546,0.8149678835030377,0.697199,0.8265675554672877
22,0.64252734,0.8018866881442983,0.6965196,0.8158125877380371
23,0.64632976,0.7819472959309673,0.7051398,0.8166297614574433
24,0.6541473,0.7599924917069919,0.6827671,0.9785631199677786
25,0.6559569,0.7506555636533709,0.7157485,0.7819398403167724
26,0.6637343,0.7327050032940778,0.7125156,0.744291274746259
27,0.667237,0.7160717123860948,0.73803985,0.71427507797877
28,0.6757619,0.6940554816507551,0.7249378,0.7967233409484228
29,0.6812639,0.6777125278443241,0.7244765,0.7735989809036254
30,0.68679905,0.6599516230479382,0.7454015,0.6795688529809316
31,0.6927341,0.6435848942926626,0.7488271,0.662323992451032
32,0.6972039,0.6304745204033749,0.7627252,0.6362615317106247
33,0.6998693,0.6238903402141407,0.74127024,0.6934469838937124
34,0.70535654,0.6077189054357949,0.75276446,0.6543339649836223
35,0.70668936,0.6005549890572945,0.75671935,0.6342036028703054
36,0.7114377,0.5850191694127316,0.76330453,0.6196197350819905
37,0.7164671,0.577638238828861,0.7726435,0.6184136341015498
38,0.71934426,0.5668156105294182,0.7645585,0.63416455189387
39,0.72279364,0.5572051697940917,0.7704113,0.6023319413264593
40,0.72632223,0.5473963519888061,0.774879,0.6074506918589274
41,0.73141843,0.5381112659804559,0.7519959,0.6840741654237111
42,0.7330363,0.5276487489636434,0.76080936,0.6099617123603821
43,0.7373054,0.5170495547247275,0.74830323,0.6555605957905452
44,0.73976237,0.511658384738285,0.78028876,0.5722762525081635
45,0.74112815,0.5023271240293979,0.76347613,0.5921606878439586
46,0.7432424,0.5030922275179168,0.76182765,0.6070246150096258
47,0.74301416,0.49840980608853996,0.7748426,0.5967423389355342
48,0.7480427,0.48594657388030055,0.765034,0.6328263858954112
49,0.75182253,0.48154081645194424,0.77752423,0.5508638749519984
50,0.75160974,0.4776336351935373,0.7926373,0.5576252281665802
51,0.7558549,0.4682619308455709,0.7867942,0.5462737113237381
52,0.7568241,0.46237977903211513,0.7867552,0.546497584382693
53,0.75948894,0.4534162038322271,0.77787554,0.5278430392344793
54,0.7603506,0.4523859660591235,0.77365917,0.6088158458471298
55,0.762636,0.4446245314704887,0.7775455,0.557730421423912
56,0.7673823,0.4327367488651327,0.77757484,0.5311277389526368
57,0.76249707,0.4431637402472385,0.7974469,0.542687992254893
58,0.76893145,0.42732595548247604,0.76788914,0.736322225133578
